"selection1_name","selection1_url","selection1_selection2_name","selection1_selection2_selection3"
"La Rustica","https://www.yelp.com/biz/la-rustica-seattle?osq=Italian+Food","R D.","Let me start by saying that this restaurant has a gorgeous view. It's a cozy family run place that serves delicious authentic Italian food and the service was excellent too.
Upon arrival we were warmly greeted by the owner / host and showed to our table. We started off with some complimentary home made warm bread. For appetizers we got the caprese buratta plate and mushrooms with polenta. For our mains, we had the prawns risotto and Pollo buccatini pasta. Everything was fresh and delicious. The food was rich, but I am not complaining, it was delectable.
Against better judgement, we decided to order chocolate tort to share for dessert, and I am so glad we did. The chocolate wasn't too sweet and the consistency of the tort was spot on.
Overall - delicious food, friendly service, and gorgeous view. Highly recommended!"
"La Rustica","https://www.yelp.com/biz/la-rustica-seattle?osq=Italian+Food","Mel S.","We had a late night dinner yesterday (Friday) night and I woke up this morning after the most glorious carb/fat-8-hour coma. The restaurant is cozy, the interior is dark and does its best old-world impression, but the food is delicious and the service is attentive.
Yesterday was a refeed day for me so I went nuts on carbs:
-bread: buttery, tasty, and addictive. If you get bread straight out of the oven and not overly baked you'll have to practice extreme restraint from eating the entire basket
-calamari to start was refreshing. It isn't your typical fried version. It's almost prepared like a soup and can be spicy depending on how heavy handed the preparer is with the spices so beware. I piled my Calamari on the bread (bc carbs are life)
-I ordered the sepia spaghetti special with seafood made with Alfredo sauce. I love Alfredo sauce but it can get sickening if you overdo it. I barely made it through half my dish (bc I was carbed out and I wore tight jeans) but I'm convinced that this dish is amazing. I was disappointed in myself for not finishing the entire thing but I did my best and my husband will now get to enjoy the leftovers today (today is not a high carb day).
-husband got the Manfredo gnocchi (which isn't traditional gnocchi FYI). He loved the lamb but wasn't impressed with the non-traditional gnocchi.
-we also ordered a half carafe of wine which paired well with our meals.
No desserts were ordered, unfortunately. My pants just wouldn't allow it.
We will definitely return. I was told they take reservations for large parties so I plan to bring my family here for my brother's graduation!"
"La Rustica","https://www.yelp.com/biz/la-rustica-seattle?osq=Italian+Food","Gina F.","Great food, great service, great location, reasonable prices. Family owned. Highly recommend"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Cassie W.","My absolute FAVORITE restaurant in Seattle. Their ravioli is to die for. The atmosphere is perfect and beautiful.
I love it. They do an amazing job."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Brooke L.","I am writing this review after many many transgressions with this neighborhood establishment. If you ask.. why did you continue to go to this restaurant if you have had numerous bad/awful experiences, there are only two reasons: one, some of the service staff were amazing; two, proximity to my house. To be honest, the food has always been mediocre at best and the restaurant is so poorly run that it's a 50/50 chance that you will have cold food, bad food, or an awkward run in with the owner and his ""managers"".
Over the last ten years, I have had my wedding rehearsal dinner there, hosted large birthday parties, assisted in a large wedding reception, and recommended friend to do the same. With the exception of my rehearsal dinner, every event has been tainted by large mistakes, hidden charges, and general dishonesty. Last Friday, I hosted my husband's 40th Birthday, mainly because of the easy access for my guests, and also I thought by ordering family style and an open bar would be hard to mess up. I was wrong. They insulted my guests on many occasions and gave us 1 member of their staff for a group of 30 people. This staff member worked so incredibly hard at serving, bussing, and bartending it was impressive. However, it made the experience feel stressful and rushed. I made the best of it because I didn't want to ruin such a monumental party with our closest friends, but I left with a bit in my stomach about how everything had gone down. Most of all the treatment of my guests. It was embarrassing to say the least.
I will NEVER return to this restaurant for dinner, and I recommend at the very least, you should avoid having any of your treasured life time events at such a mismanaged place.
10 years of keep their lights on at times, is over."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Alec F.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Amandeep S.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Marie B.","5 check-ins"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Julia A.","1 check-in"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Thomas R.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Jenny G.","Our most favorite restaurant in the city. Warm and inviting and delicious food. Our go to restaurant. Even after our trip to Italy we thought the food here rivaled everything we had in Italy."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Anusha B.","1 check-in"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Novani M.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Josh P.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Cait R.","AMAZING! I wish I could give this place 10 stars! Definitely try the goat cheese/ricotta ravioli or the spaghetti carbonara."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Savannah S.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Kenny S.","1 check-in"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Bryce B.","1 check-in"
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Ben W.","Simply not restaurant quality. Pizza was flop city - cheese and toppings slid right off. Carbonara was under sauced and noodles were over cooked.
Unfortunate to pay $50 for this meal, and honestly dissapointed in the yelp community. There is no chance this place is 4 stars. Y'all need to tighten it up.
Only positive is the outdoor seating area.
Will not be returning."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Tracy J.","Wow. How do I describe Picolinos ... I have spent so much time at this restaurant with my family for quiet celebrations or to have a cup of coffee in their European style coffee nook.
Piccolino's is an extremely large brick building in a quiet Ballard neighborhood. When you walk in it is quite dark. The tables are set with heavy silver. The tables are dark wood, And restaurant is split up into 2 or 3 different dining areas which gives it a cozy, intimate feeling. There's also a full service bar.
But my favorite place to go is the outdoor patio in back of the building. It's a huge outdoor patio. It's also landscaped as a garden. There are potted plants everywhere and draping vines and flowers. I've never seen another outdoor dining space in Seattle that is so beautiful. It's like having dinner in someones garden. There's also a tented outdoor seating section with a Moroccan feel. Dark drapes and very spacious. If you can't decide if you want to dine inside or outside, that area would be a great compromise. At any rate, wherever you sit it will be an experience. As for the food, I would take the rating down to 4 stars. I haven't had anything on the menu that I really loved. The foods okay. I think their menu could be reworked to provide more vegetarian options. But we don't go there for the food. We go there for the atsmosphere."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Ben C.",""
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Shubhayu R.","Went here for a friends birthday dinner. Horrible service. Waiter didn't take food orders until we had to walk up and ask for them to take it. Seated at 7:30, food order taken at 9:40 after reminding the server twice!! They misplaced the orders and came back 30 mins later going around the table telling them their ordered dish was no longer available. Guess the table next to us ordered and had the last plate ahead of us. The bill was never updated so we still payed for the original stuff. If u have a party larger than 2 avoid this place."
"Ristorante Picolinos","https://www.yelp.com/biz/ristorante-picolinos-seattle?osq=Italian+Food","Swagata R.","Horrible food and service!We went in at 7:30 pm and the waitor only took our drinks order at 8:30 pm anf food order at 9 pm. At 9:20 pm he told us half of what we ordered is not available. Food tasted bland. One or two of the pasta dishes tasted good."
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Dave C.","So very glad this outstanding restaurant has settled into the historic Homestead Cabin just off Alki Beach.
We've had three meals now, no easy feat given the intense demand for reservations since they opened last summer. They all were among the very best we've had in Seattle. The pasta dishes change frequently and are all beautifully textured and popping with fresh fresh flavors, perfectly sauced. The antipasto are mostly light and bright; I have no idea how they source such extraordinary ingredients in the dead of winter. And the primi & secondi are all prepared so perfectly (so far) - the ribeye with a light, crispy crust containing stunning fatty bursts with each bite - the lamb beautifully prepared with the most delicately fruity/minty sauce - the black cod or salmon also beautifully sauced.
Service is elegantly casual, and the selection of wine is wonderful. Cocktails are also so well prepared.
I have no idea how this place is rated only 4 stars - this place is of the caliber of Salare, Cafe Juanita, and Canlis."
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Joline T.","TL;DR Chef makes the simple things shine
Reservations: Seriously prohibitive and a pain. Reservations are open 30 days at a time. Reservations open at midnight. Had to book a month out at 12:01 am.
Parking: There's a lot right next door to the building. Signs will say parking for Homestead only; that's for Il Nido at the Homestead.
Burrata and prosciutto: Burrata was incredibly fresh and light, prosciutto was beautifully delicate and perfectly salty paired with the fresh burrata. Hands down the best prosciutto I've ever had.
Tagliatelle with bolognese: Tagliatelle was a little more al dente than I've had at other places; I loved the chew. I hate to compare it to Il Corvo, but how do you not? I also haven't been to Il Corvo for a couple years now because the line is impossible now. Based on my v distant memory, Il Corvo was just as good for half the price. But since I can't get Il Corvo anymore, then I'll pay for chef's pasta at Il Nido.
Cauliflower steak: it was fine. Gorgonzola was an interesting pairing that I've never had before. Gorgonzola wasn't overwhelming, but it was too much for me. That's a very personal taste thing though.
Pork cheeks with dried pear slices and polenta: Pork cheeks were didnt-need-a-fork tender. The sweetness of the pear complemented the earthiness of the pork cheeks. The polenta was the best I ever had. Crispy on the outside, fluffy soft the inside. Nice cheese flavor without being cheesy.
Would def come back!"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Parisa E.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Sylvia K.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Jacqueline H.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Marie B.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Huong L.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Julia C.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Julie P.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Rebecca T.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Silvia V.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Laura C.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Robyn C.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Emily J.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Kirstie C.","1 check-in"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Ben C.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Maddie E.","Is this place all it's cracked up to be? Yes, and then some. I've been lucky enough to come here twice in the past three months. Getting a reservation is tough and you have to be flexible with your dates/times, even if that means eating dinner at 9pm. The service is absolutely five stars and the ever-changing menu brings new surprises each visit. Can't wait for my next trip in February!"
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Audrey C.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Tuan N.",""
"Il Nido","https://www.yelp.com/biz/il-nido-seattle?osq=Italian+Food","Alexis M.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Laura C.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Jenny Z.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Malia M.","2 check-ins"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Mimi N.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Lynden L.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Marcela V.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Derek M.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Victoria C.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Mei P.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Ellen B.","I've only been to Artusi for brunch, but I'd love to return for dinner too. I was pleasantly surprised with my experience at brunch. I wouldn't recommend Artusi for large groups- but my friends and I always do it anyways because we like to suffer and wait for tables. We had a table of 6 and we all opted for the Special $30 two food items + cocktail pitcher and split them amongst two people. I'm not sure if this is designed for one person to have two dishes and a cocktail pitcher or for two people because the dishes are just a tad too small portion wise for a good meal. However, the bonus of a cocktail pitcher for only $30 total makes up for it. Most brunch places in Capitol Hill will be $15 for your meal + $11-15 for ONE mimosa on top of that so this is one of the much better value places in my opinion. The risotto and the hash are my favorites so I'd highly recommend those two.
We all ordered different cocktail pitchers so we could try them all. However, the waitress was adamant that the cocktails needed to be served in the correct glasses and that we couldn't share because it wasn't possible to pour them into other glasses. So... we did it anyways behind her back. That was kind of a weird experience, but the cocktail pitcher experience was fun and we all enjoyed ourselves.
Overall I can't wait to return to Artusi for brunch again and also to try dinner!"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Daniel L.","Decided to try this place for happy hour on a weekday. Food is tasty but very pricy with tiny portions. Cost $5 for a single meatball, $12 for about 10 pieces of mini-ravioli. And the drinks are good but nothing special at high prices. Wouldn't recommend for happy hour as they didn't have good deals - it might be good for a date night though. We ended up going to another place after spending a lot of money here without getting full or drunk"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","JT T.","Artusi is definitely worth a visit for its pasta nights: 2 pastas (there are usually 3 or 4 on the menu) and a bottle of house wine for $40. This is a fantastic deal for the neighborhood and for the regular prices (~$20 for a pasta alone) at this establishment. That said, pastas (and all the dishes I saw) are pretty small, so order an appetizer or two if you're a normal amount hungry. The food itself is really nicely prepared and presented; everything was cooked well and had a good balance of flavors. Restaurant/bar is fairly small--for groups, I don't think they could seat a table of more than maybe 6-8 people--so go early on busy evenings (Friday through Monday)"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Travis L.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Enquan X.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Shannon L.","2 check-ins"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Summer W.","The perfect date night! On Sunday and Monday night, Artusi gives you the choice of two entrees and a bottle of wine for $40. Between their ambiance and the delicious food, it's a recipe for a great night.
Whenever I see the gnocchi on the menu, I say YES! It's the perfect pillow of delicious dumpling goodness. Try it and you won't regret it.
Pros: great deal (if you come at the right time), delicious food, fantastic service
Cons: limited seating, street parking"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Rosa K.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Alex M.",""
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Beau S.","1 check-in"
"Artusi","https://www.yelp.com/biz/artusi-seattle?osq=Italian+Food","Kent L.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Samuel B.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Sean T.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Danielle W.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Lisa J.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Yolanda S.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Hyozzang C.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Dana R.","Tulio used to be one of my Seattle favorites for the smoked salmon ravioli with a super light lemon cream sauce and asparagus tips ... that dish went away and came back and is now gone again. While dining here most recently (about a year ago) Chef Pisano was in the dining room, I asked him whether there was a chance of the dish coming back ... I was surprised at the curt response ... no, our customers want healthier dishes ... really? Several items on the menu have butter, cheese, cream or crema sauces ... it's okay to good-naturedly say we want to change things up. Gotta be honest, it was a bit of a bummer interaction.
The sweet potato gnocchi used to be pillow soft but has been overworked and a bit tougher/gummier the last 2 times I've ordered it (the executive chef at Marco Canora's Hearth in NYC taught me how to make gnocchi and it's easy to overwork the potato dough).
The roasted chicken with caramelized garlic, sage and lemon risotto is fabulous. Rich, rich, rich."
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Rachel R.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Lexi H.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Jay A.","So disappointed. I was here several years ago and had a creamy pasta dish with pork belly. It was luxuriant! I raved about it So I was eager to ordered it when I got into town, recently. Oof.
Really really unenjoyable. I kept putting salt on it to try and bring out some flavor but there was really nothing to work with. Very little sauce, dry pork belly. The worst part was that I talked someone else into ordering the same.Too many other wonderful options in the area to make me want to go back. Lesson learned."
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Kathryn S.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Jen Z.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Makiah H.","DELICIOUS!!! Another hidden gem within the Kimpton hotel. Except service, amazing food and a great ambiance. Came here for dinner and can't wait to come back! Sat upstairs, they have a great large table for bigger groups and also allows for a little more privacy. Call ahead for reservations as it can get pretty busy. If you're in the mood for great quality Italian food or some great wines this is a must."
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Tyger M.","3 check-ins"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Claudia C.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Lisa P.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Josef K.","1 check-in"
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Tammy Y.",""
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Will H.","Decided to celebrate our 10th wedding anniversary here with friends yesterday due to good reviews and proximity to our hotel (the Fairmont Olympic around the corner). Based on our experience I wouldn't recommend Tulio for anyone celebrating a special occasion. Our server ignored the table for most of the evening and was extremely inattentive. The bill included a $39 charge for several glasses of the ""complimentary"" prosecco that was brought to the table when we arrived. After pointing this out it was removed from the bill but it just one of several oversights by the server, including a fly in my spouse's coffee to end the evening. The food was fine but I felt like they could have cared less about our table or the occasion. I would strongly discourage anyone from spending your special occasion here."
"Tulio","https://www.yelp.com/biz/tulio-seattle?osq=Italian+Food","Shreya K.","Came here for my parents anniversary dinner and were not super impressed. I picked this place for the great reviews but sadly the food was just average. I honestly would've given 3 stars as the ambience was nice but the waiter tacked on a $62 bottle of wine that we didn't even order. While this could've been an honest mistake it really felt intentional from his behavior and lack of surprise or apology when I pointed it out. Really sketchy/rude if you ask me. The chicken and risotto were both good, but the veggie pizza had no flavor at all. If you're looking for a good Italian restaurant there are tons of better options--The Pink Door being my favorite."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Arielle F.","I want to eat my last meal at San Fermo and I want it to be their bolognese. Seriously, this place is amazing whether you are going on a date, entertaining out of towners, or just in the mood for a delicious meal.
A few tips:
1. Always start with the bread and salted butter.
2. Order the burrata.
3. Order the bolognese.
4. Eat EVERYTHING! (This goes without saying.)
If the patio is open I highly recommend sitting outside - it's magical with fairy lights strung all around and there are heaters and blankets if you get chilly. However, they also have multiple beautiful spaces inside so there's really no bad seat in the house.
My SINGLE criticism is I've tried a few of their desserts - most recently the goat cheese cheesecake and a panna cotta drizzled with olive oil - and I haven't been especially impressed. To be honest I don't usually make it to dessert here anyway so it hasn't been a huge issue for me but if you have a sweet tooth I would recommend checking going elsewhere (Ballard is FILLED with great dessert spots, I recommend Hot Cakes)."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Katha S.","Best food in all of Seattle. BANGING! Never disappoints.
Have ordered both pasta and meat, has never been disappointment."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Klarke C.","1 check-in"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Karen F.","1 check-in"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Sean G.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Michael C.","1 check-in"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Mike V.","The black negroni with black walnut is incredible. And peak autumn/halloween with the orange nasturtium. Can't wait to try the white aromatic sage negroni. The pair would be (tragically) Instagram heaven I'm sure.
They should give lessons in how to compose a ceasar salad. Bravo. And on a cooler blustery autumn day, throughout enjoyed the turmeric mushroom pasta at brunch.
Great service to boot.
Only knock, somewhat limited brunch menu!
For dinner, make reservations, or wait an hour. Simple as that."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Julie A.","The one star is for the ambiance. It's a cute space in a great location.
The food was fine, not amazing, not terrible - unremarkable and overpriced. I don't mind paying $$$ for really good food but this was just not it.
The service was sub-par - maybe because our server was new (she wasn't knowledgeable about the menu) or maybe because they charge an automatic 20% service fee so there's no incentive to provide great service - the tip is guaranteed.
The worst part? The hostess, Meredith. From the first unwelcoming interaction when we arrived, to the last when we were leaving, she stands out as the low point of this entire mediocre experience. Meredith was so incapable of handling a ""stressful"" situation of people backing up in the waiting area that she lost all grace and was completely rude to her guests . Just a reminder to Meredith - you're not saving lives, you're seating people at tables. Get it together.
With so many other great options in the area, don't waste your time and money here."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Shanna L.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Tami G.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Wei H.","1 check-in"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Kay N.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Mitchell V.","I've always said that I don't love Italian food. This is a personal thing I am dealing with it. I enjoy Italian food but I hardly ever crave it.
That being said, I have to admit I really did love this place. First things first, this place is really quite expensive. The pastas are easily $8-10 more than other places that also offer handmade noodles and sauces. However, the place is super cute (ideal for date night) and each room feels unique. The service is warm, kind and extremely helpful.
I really did love the quality of the pastas and sauce. The bolognese was great. I've had a lot of truly great bolognese and I really enjoyed this one. The dungeness crab bucatini was exquisite. A lot of seafood pastas will overload on garlic or cream to mask the not so fresh seafood but this let the crab shine. It had the right amount of lemon, butter and crushed black pepper to make a perfectly simple yet extremely delicious plate of pasta.
Also, I need to mention the Caesar salad. Wow. I love Caesar salads and I appreciate when they are anchovy forward (it is a fishy dressing, afterall). This was perfectly dressed with a wonderfully salty, fishy, anchovy-y dressing that will leave me thinking about it for some time. One of my favorite Caesar salads in the city, hands down."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Geana N.","2 check-ins"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Julia L.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Monya M.","Wow. I've always wanted to go to this restaurant. I won't be back. I came for a 5 pm reservation with 2 friends. We had a nice enough dinner. The food was good. Enough. But not over the top. When we stated that we were hungry but not starving we ended up with way more food than we indicated we wanted to the waitress. But all that aside - we had a lovely ambience. Until this extremely intense woman showed up out of the blue - whom we hadn't seen prior - and aggressively told us that we needed to move immediately as they had a reservation coming up and she stomped away. This was after we were at our table for a little over 2 hours. We were deep in conversation and were taken completely off guard. It was a harsh and abrupt ending and unexpected. We won't be back."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Nicole H.","1 check-in"
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Marina K.",""
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Kristin H.","I'm updating to five stars. I love this place.
The decor in the cute little house is perfect. I love sitting on the patio. I love the pastas, but when I'm not that hungry, I love the appetizers too.
Perfect place to come eat in the summer (or during the rest of the year, really). One of my favorite restaurants in Ballard."
"San Fermo","https://www.yelp.com/biz/san-fermo-seattle?osq=Italian+Food","Tingting W.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Piko L.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Valerie S.","Delicious Italian food!
We ordered takeout since we wanted to eat at the comfort of our own place that was just beside the restaurant as I read that service could be better. I looooooove carbonara pasta and was stoked to see it on the menu w their homemade spaghetti. It had just the right touch of cream, bacon, and cheese. Mmm! Although I was eyeing the pesto penne, we went with the spaghetti de mare because my mom wanted something w seafood. That was light and scrumptious as well. If you're looking for a pasta wo cheese, that's a great choice! The mixed salad is as normal as any salad w oil and vinegar. Their tiramisu was so creamy and not too sweet. It was the icing on top of an already totally above our expectations meal. If you're in the area, stop by for some homemade pasta. Your tastebuds and stomach will thank you!"
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Alex C.","Ordered the pepperoni pizza, spaghetti carbonara, and ceasar salad for delivery.
The restaurant forgot our salad and delivered a mushroom pizza. Not sure what's happening behind the scenes at this spot.
They get a star because the spaghetti carbonara was on point, but otherwise the didn't leave an impression worth exploring again. Won't be back."
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Nancy S.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Fraser C.","I have been dining here a few times a year for over 10 years. The food is AMAZING and the service is great. Some of the best pasta in town!
The quality of food is very high and prices are reasonable."
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Francesco L.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Lana P.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Abhinav S.",""
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Sharon C.","1 check-in"
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Stephanie L.","1 check-in"
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Crystal F.","We ordered takeout through GrubHub from this restaurant. The carbonara we received was clearly mad with whole eggs--there were chunks of gross undercooked egg whites throughout. We immediately contacted GrubHub who contacted the restaurant. The restaurant's response was ""we cannot guarantee the quality of the food"" and they refused to refund us for the inedible dish. Food wasn't good and customer service was worse."
"La Vita E Bella","https://www.yelp.com/biz/la-vita-e-bella-seattle-7?osq=Italian+Food","Janelle M.","Amazing customer service and delicious food! Stopped after driving by deciding Italian sounded good for lunch and we were blown away. Some of the best food we have had! Our family will definitely be back!"
